1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,11,11,11,11,11,11,11,74,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,77,11,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,86,11,11,11,11,11,11,77,11,11,11,74,11,11,11,11,86,11,11,74,11,11,11,11,77,11,11,11,11,11,77,11,11,11,5
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,74,11,11,11,11,11,11,11,11,11,11,11,11,11,11,74,11,11,11,11,11,5
0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,11,11,11,11,11,5
0,11,11,11,11,11,11,11,86,11,11,11,11,86,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,86,11,11,11,11,74,11,11,86,11,11,11,11,74,11,89,11,86,11,11,11,11,5
0,11,11,11,11,74,11,11,11,11,11,11,11,86,11,74,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
0,11,11,11,11,11,11,11,11,11,11,11,89,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,74,11,11,11,11,86,11,11,11,11,86,11,74,11,11,74,74,11,11,11,86,11,74,11,11,77,11,86,11,11,11,11,11,11,5
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,74,11,11,11,11,5
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,5
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,86,11,11,11,11,86,11,11,11,11,74,11,11,11,5
0,11,11,11,11,11,11,74,86,11,11,11,11,11,11,74,11,11,86,11,77,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,77,11,11,11,11,11,11,11,77,11,11,11,11,11,11,11,86,11,11,11,74,11,11,11,77,11,89,11,11,86,11,11,11,11,5
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
0,11,11,11,86,11,11,11,11,11,11,11,11,11,86,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
0,11,74,11,11,77,11,11,74,11,11,11,11,11,11,11,11,74,11,11,86,11,77,11,86,11,74,11,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,11,11,11,86,11,86,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,86,11,86,11,11,11,11,74,11,11,11,11,11,5
0,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,86,11,11,11,11,11,11,11,5
0,11,11,77,86,11,11,11,11,77,11,1,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,89,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,74,11,86,11,11,11,1,11,77,11,11,77,11,11,11,77,11,11,1,11,11,11,11,11,77,11,11,11,11,11,77,11,11,11,5
0,11,11,86,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,86,11,11,11,11,11,11,11,5
0,11,11,11,11,86,11,11,74,11,11,1,11,11,11,1,11,11,11,1,11,74,11,1,11,11,11,86,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,74,11,11,11,11,11,11,1,11,74,11,1,11,84,11,1,11,11,11,1,11,11,11,11,11,11,11,11,11,74,11,11,11,11,11,5
0,11,11,11,11,11,11,11,11,11,11,1,11,74,11,1,11,11,11,1,11,74,11,1,11,11,11,11,11,11,11,11,11,11,11,11,86,11,11,5
0,11,11,11,11,11,11,11,11,11,11,1,11,11,11,1,1,1,1,1,11,11,11,1,11,11,11,74,11,11,11,11,11,11,11,11,11,11,11,5
0,11,11,11,11,89,11,11,11,89,11,1,11,11,11,11,74,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,74,11,11,11,11,5
0,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,74,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
